Itn	UB	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	LB	Gap
24	1.12585e+10	-6.12855e+06	-5.64086e+06	-5.09964e+06	-1.77026e+07	-1.57878e+07	-9.68122e+06	-2.41068e+06	-1.87918e+07	-1.09676e+07	-5.0357e+06	-2.3889e+06	-3.2883e+06	-4.1198e+06	-2.32688e+06	-7.6737e+06	-9.38559e+06	-9.41868e+06	-8.99618e+06	-7.6972e+06	-5.14352e+06	-2.38749e+06	-1.4499e+06	-3.99648e+06	-6.63457e+06	-2.84558e+06	-9.41323e+06	-3.40233e+06	-1.55875e+06	-2.35763e+06	-3.92178e+06	-3.98642e+06	-5.52147e+06	-7.34575e+06	-4.73158e+06	-1.09461e+07	-8.62438e+06	-5.53492e+06	-7.61618e+06	-4.66403e+06	-4.18061e+06	-5.77167e+06	-4.47109e+06	-3.12307e+06	-2.37807e+06	-2.30861e+06	-2.79431e+06	-1.79697e+06	-6.69957e+06	-4.45992e+06	-3.95825e+06	-4.36975e+06	-3.29453e+06	-3.47194e+06	-2.06937e+06	-2.11795e+06	-3.18278e+06	-1.54411e+06	-2.2829e+06	-2.87095e+06	-1.74932e+06	-3.31713e+06	-2.68468e+06	-1.5782e+06	1.09274e+10	0.0303
25	1.12448e+10	-5.77344e+06	-7.72355e+06	-3.23427e+06	-1.9472e+07	-8.21944e+06	-6.54204e+06	-2.4513e+06	-1.76968e+07	-1.16237e+07	-2.66154e+06	-3.58867e+06	-2.83541e+06	-4.67207e+06	-3.17857e+06	-4.8238e+06	-8.71667e+06	-7.1429e+06	-8.75051e+06	-5.83015e+06	-7.86325e+06	-2.89203e+06	-1.49961e+06	-3.64109e+06	-6.85618e+06	-2.03096e+06	-5.67046e+06	-3.87307e+06	-1.55766e+06	-1.63119e+06	-3.49286e+06	-3.48219e+06	-5.84224e+06	-8.11582e+06	-5.91414e+06	-8.60636e+06	-6.10427e+06	-7.4538e+06	-6.18614e+06	-4.46883e+06	-4.75339e+06	-4.77596e+06	-3.87283e+06	-2.03644e+06	-2.28982e+06	-1.92001e+06	-2.05789e+06	-1.07865e+06	-5.41009e+06	-3.68886e+06	-3.76889e+06	-4.8249e+06	-2.90527e+06	-2.37722e+06	-1.83077e+06	-1.21775e+06	-1.54855e+06	-1.66854e+06	-1.62451e+06	-4.61925e+06	-2.18466e+06	-2.93888e+06	-2.57995e+06	-1.27491e+06	1.09455e+10	0.0273508
26	1.12336e+10	-4.06226e+06	-9.74121e+06	-3.52161e+06	-1.15842e+07	-2.04859e+06	-6.02075e+06	-4.29104e+06	-1.09905e+07	-1.18378e+07	-3.95289e+06	-2.64574e+06	-3.97651e+06	-4.85699e+06	-3.3563e+06	-2.85736e+06	-7.54409e+06	-1.07351e+07	-7.50028e+06	-4.51612e+06	-4.27656e+06	-1.85164e+06	-1.52412e+06	-3.02916e+06	-5.43128e+06	-2.59118e+06	-3.99466e+06	-2.63603e+06	-2.73613e+06	-3.69072e+06	-3.52122e+06	-5.48009e+06	-6.19428e+06	-5.30762e+06	-8.52406e+06	-7.6293e+06	-5.72304e+06	-5.52066e+06	-5.14036e+06	-7.11341e+06	-3.61075e+06	-3.04171e+06	-3.47682e+06	-2.68265e+06	-4.76549e+06	-1.50961e+06	-2.76299e+06	-1.83481e+06	-6.32219e+06	-4.51521e+06	-4.70587e+06	-3.20178e+06	-2.36783e+06	-1.82695e+06	-1.48737e+06	-1.42747e+06	-2.1027e+06	-2.31702e+06	-1.24276e+06	-1.81695e+06	-1.71336e+06	-2.40142e+06	-2.54509e+06	-1.87559e+06	1.09601e+10	0.0249551
27	1.12263e+10	-3.9668e+06	-7.83939e+06	-2.80315e+06	-1.33266e+07	-1.91468e+06	-8.26678e+06	-1.59247e+06	-1.08915e+07	-1.12372e+07	-2.90688e+06	-958802	-1.69664e+06	-2.73529e+06	-3.92105e+06	-2.83378e+06	-5.73196e+06	-6.75345e+06	-6.71622e+06	-6.00471e+06	-3.46768e+06	-919861	-930474	-1.89483e+06	-4.88915e+06	-2.3363e+06	-4.05675e+06	-2.78329e+06	-1.09134e+06	-2.85649e+06	-3.51535e+06	-4.8996e+06	-3.70758e+06	-6.04275e+06	-7.44089e+06	-4.96832e+06	-6.97627e+06	-5.32598e+06	-4.45143e+06	-5.06405e+06	-2.50261e+06	-2.29968e+06	-2.58421e+06	-1.93419e+06	-2.0717e+06	-1.41844e+06	-2.55084e+06	-2.55466e+06	-4.46829e+06	-3.99233e+06	-3.48217e+06	-2.94284e+06	-2.38906e+06	-1.80128e+06	-1.54286e+06	-922655	-1.58364e+06	-2.08308e+06	-1.14002e+06	-2.02935e+06	-2.35439e+06	-3.74575e+06	-2.4813e+06	-2.27381e+06	1.09894e+10	0.021554
28	1.12178e+10	-3.9283e+06	-2.75648e+06	-3.10367e+06	-1.28909e+07	-5.10682e+06	-8.6788e+06	-1.48544e+06	-1.67949e+07	-9.66296e+06	-1.13424e+06	-899238	-1.57088e+06	-3.10233e+06	-4.85151e+06	-2.72346e+06	-5.71309e+06	-7.22457e+06	-7.67531e+06	-3.90741e+06	-4.01556e+06	-1.61587e+06	-1.43974e+06	-3.2234e+06	-4.43396e+06	-1.29214e+06	-3.53294e+06	-2.92164e+06	-2.13392e+06	-1.72316e+06	-2.94023e+06	-3.80334e+06	-6.09985e+06	-6.04647e+06	-6.98933e+06	-6.80958e+06	-5.22997e+06	-4.02382e+06	-3.46699e+06	-4.21058e+06	-3.02974e+06	-1.78535e+06	-2.92665e+06	-2.44361e+06	-1.56954e+06	-1.28404e+06	-1.47477e+06	-1.55712e+06	-4.20214e+06	-4.74609e+06	-2.19021e+06	-2.87347e+06	-2.57563e+06	-2.37228e+06	-1.47511e+06	-1.21541e+06	-1.11672e+06	-1.86184e+06	-1.24351e+06	-1.69328e+06	-1.14868e+06	-2.62731e+06	-2.18493e+06	-1.25724e+06	1.09894e+10	0.0207866
29	1.12134e+10	-3.31938e+06	-2.64356e+06	-2.31077e+06	-1.10364e+07	-4.22399e+06	-6.36979e+06	-1.30013e+06	-1.20222e+07	-1.00349e+07	-1.28235e+06	-1.74798e+06	-1.46344e+06	-4.35315e+06	-4.30085e+06	-2.42259e+06	-7.94579e+06	-1.00431e+07	-5.61818e+06	-3.56536e+06	-2.63364e+06	-1.12692e+06	-1.22559e+06	-1.62299e+06	-3.55502e+06	-1.88813e+06	-1.43026e+06	-3.0981e+06	-2.32562e+06	-1.73053e+06	-3.22635e+06	-2.54314e+06	-4.37526e+06	-5.42674e+06	-3.92301e+06	-5.06254e+06	-4.95258e+06	-3.81685e+06	-3.99132e+06	-3.90733e+06	-2.74956e+06	-2.34588e+06	-1.60199e+06	-1.25666e+06	-1.55022e+06	-1.28664e+06	-715511	-2.81111e+06	-3.22223e+06	-3.67135e+06	-2.37938e+06	-2.62133e+06	-1.88422e+06	-1.99712e+06	-1.36744e+06	-1.26033e+06	-646848	-1.40386e+06	-1.00599e+06	-1.6558e+06	-2.50746e+06	-2.75275e+06	-2.46123e+06	-1.47935e+06	1.10089e+10	0.018576
30	1.12065e+10	-2.73077e+06	-4.96571e+06	-1.94973e+06	-5.77254e+06	-3.64723e+06	-3.48877e+06	-3.18501e+06	-1.00687e+07	-1.2611e+07	-1.35377e+06	-4.81866e+06	-2.73662e+06	-1.76514e+06	-5.14142e+06	-2.37005e+06	-5.13923e+06	-6.87073e+06	-4.59154e+06	-5.19429e+06	-2.57011e+06	-1.35853e+06	-816107	-1.2845e+06	-5.30624e+06	-1.68097e+06	-2.82457e+06	-2.16729e+06	-1.99011e+06	-1.59179e+06	-4.35257e+06	-1.7241e+06	-3.79812e+06	-4.66171e+06	-5.50284e+06	-6.65288e+06	-4.44456e+06	-3.25623e+06	-2.40717e+06	-2.92824e+06	-3.32876e+06	-1.24186e+06	-1.56969e+06	-1.36374e+06	-1.58956e+06	-907624	-1.20834e+06	-2.21549e+06	-3.74331e+06	-3.72442e+06	-2.86236e+06	-2.43043e+06	-1.96767e+06	-1.23764e+06	-808338	-3.53452e+06	-646930	-1.13551e+06	-461101	-1.97283e+06	-1.50108e+06	-2.36032e+06	-1.83512e+06	-1.61943e+06	1.10115e+10	0.0177075
31	1.12011e+10	-2.90918e+06	-4.37714e+06	-2.30715e+06	-7.48511e+06	-4.4313e+06	-2.79905e+06	-3.09605e+06	-9.75838e+06	-1.13489e+07	-1.28234e+06	-3.93655e+06	-2.83774e+06	-1.27863e+06	-7.03575e+06	-3.34087e+06	-5.07307e+06	-5.44228e+06	-4.70414e+06	-7.62587e+06	-3.52588e+06	-993407	-896244	-1.4336e+06	-3.58705e+06	-1.67112e+06	-1.77726e+06	-1.72285e+06	-1.82819e+06	-1.47092e+06	-3.13796e+06	-2.49812e+06	-4.03466e+06	-5.20286e+06	-4.398e+06	-5.80871e+06	-4.22183e+06	-3.34509e+06	-2.29872e+06	-4.44784e+06	-2.35407e+06	-1.41115e+06	-1.49754e+06	-750785	-1.33238e+06	-737379	-1.12769e+06	-1.41169e+06	-2.93479e+06	-2.70957e+06	-2.28675e+06	-2.66607e+06	-1.53191e+06	-1.69008e+06	-1.41168e+06	-2.20449e+06	-754753	-1.48629e+06	-1.48327e+06	-1.39769e+06	-2.1307e+06	-2.90725e+06	-1.57223e+06	-1.37011e+06	1.10115e+10	0.0172162
32	1.1193e+10	-2.54056e+06	-4.69926e+06	-1.77117e+06	-8.65207e+06	-2.28939e+06	-2.46917e+06	-2.70117e+06	-1.01846e+07	-9.95849e+06	-1.3536e+06	-3.71611e+06	-1.41653e+06	-2.16253e+06	-4.26564e+06	-2.48116e+06	-4.70928e+06	-5.73936e+06	-3.9426e+06	-5.5673e+06	-1.85067e+06	-1.11351e+06	-691969	-1.86519e+06	-5.70913e+06	-2.96021e+06	-1.68277e+06	-2.02722e+06	-1.19608e+06	-1.60191e+06	-3.54021e+06	-973783	-3.32718e+06	-4.72728e+06	-4.35118e+06	-4.72627e+06	-5.74964e+06	-4.59993e+06	-2.13246e+06	-4.98474e+06	-1.6465e+06	-1.55834e+06	-1.48563e+06	-1.05458e+06	-1.64441e+06	-880390	-1.1845e+06	-1.87416e+06	-3.01137e+06	-2.35444e+06	-2.24381e+06	-2.93914e+06	-1.28489e+06	-2.0358e+06	-1.24292e+06	-1.37756e+06	-643898	-1.09409e+06	-754423	-1.17266e+06	-1.78714e+06	-2.82752e+06	-2.57209e+06	-2.27067e+06	1.10117e+10	0.0164709
33	1.11863e+10	-7.49568e+06	-4.97507e+06	-1.70426e+06	-5.04484e+06	-2.3598e+06	-2.29826e+06	-3.12935e+06	-9.22981e+06	-1.07031e+07	-1.56335e+06	-4.04539e+06	-2.56859e+06	-2.48955e+06	-3.73828e+06	-4.17895e+06	-3.91472e+06	-9.42255e+06	-3.37075e+06	-5.97816e+06	-2.31423e+06	-1.00394e+06	-918162	-876728	-3.44859e+06	-2.00804e+06	-2.09222e+06	-1.44966e+06	-904871	-1.29451e+06	-3.75964e+06	-2.0171e+06	-3.64695e+06	-5.90748e+06	-4.12204e+06	-4.56963e+06	-3.81148e+06	-3.56822e+06	-2.99186e+06	-4.93118e+06	-2.37945e+06	-1.55599e+06	-533477	-677484	-1.43627e+06	-1.18885e+06	-782442	-1.5705e+06	-2.89535e+06	-1.59228e+06	-1.29674e+06	-2.20173e+06	-762844	-2.20076e+06	-1.02487e+06	-1.21481e+06	-736150	-1.17388e+06	-1.01962e+06	-1.22583e+06	-1.52054e+06	-2.20199e+06	-1.0219e+06	-1.9645e+06	1.10117e+10	0.0158604
34	1.11816e+10	-2.89323e+06	-4.70211e+06	-1.66953e+06	-4.20448e+06	-2.82095e+06	-2.09658e+06	-2.75796e+06	-7.13145e+06	-9.68798e+06	-1.35063e+06	-1.76676e+06	-2.35802e+06	-3.88045e+06	-1.34967e+06	-6.24072e+06	-3.71678e+06	-8.60536e+06	-3.99718e+06	-4.70683e+06	-2.68925e+06	-1.17346e+06	-1.09161e+06	-2.10703e+06	-3.61824e+06	-3.13937e+06	-1.94073e+06	-2.67277e+06	-2.54602e+06	-2.93013e+06	-2.17537e+06	-1.02286e+06	-4.51559e+06	-6.31742e+06	-4.37611e+06	-4.76698e+06	-5.39993e+06	-3.77849e+06	-2.30513e+06	-5.80746e+06	-2.99002e+06	-1.53656e+06	-913592	-921096	-1.43336e+06	-1.06907e+06	-1.05302e+06	-1.96599e+06	-2.64354e+06	-1.32792e+06	-1.29247e+06	-694947	-578492	-1.50899e+06	-932865	-849108	-747605	-1.16263e+06	-666052	-1.12537e+06	-1.29679e+06	-2.03637e+06	-1.24705e+06	-1.04021e+06	1.10117e+10	0.0154299
35	1.1176e+10	-5.29695e+06	-4.83912e+06	-1.98489e+06	-6.67963e+06	-2.13167e+06	-2.31541e+06	-3.23232e+06	-9.13383e+06	-5.89309e+06	-1.73728e+06	-2.41479e+06	-2.22736e+06	-4.05071e+06	-1.32691e+06	-1.38643e+06	-4.27444e+06	-7.53877e+06	-2.94635e+06	-8.02488e+06	-2.24641e+06	-1.93789e+06	-897900	-1.95024e+06	-3.12667e+06	-1.74718e+06	-2.02424e+06	-1.06826e+06	-1.58856e+06	-2.83455e+06	-2.88793e+06	-2.41466e+06	-3.4501e+06	-7.44391e+06	-3.71623e+06	-2.36704e+06	-5.40165e+06	-3.73118e+06	-1.99906e+06	-5.03272e+06	-1.76749e+06	-1.71182e+06	-745825	-1.00046e+06	-915592	-1.24638e+06	-1.54223e+06	-1.25362e+06	-1.86063e+06	-928624	-1.00802e+06	-1.23081e+06	-752116	-962999	-398914	-1.32016e+06	-541641	-1.65212e+06	-1.15026e+06	-1.19255e+06	-2.59705e+06	-1.71521e+06	-1.40857e+06	-1.05201e+06	1.10117e+10	0.014927
36	1.11713e+10	-5.43884e+06	-4.58447e+06	-2.30864e+06	-5.06611e+06	-2.22247e+06	-2.02967e+06	-3.29364e+06	-8.60721e+06	-9.6068e+06	-1.23221e+06	-1.21758e+06	-1.43404e+06	-3.85004e+06	-1.57891e+06	-1.76644e+06	-4.04328e+06	-6.72968e+06	-4.23217e+06	-4.92193e+06	-2.04381e+06	-1.24391e+06	-2.69812e+06	-1.77155e+06	-2.27281e+06	-2.75189e+06	-2.52859e+06	-1.46212e+06	-1.02478e+06	-2.60052e+06	-2.35325e+06	-1.35211e+06	-2.47202e+06	-6.52118e+06	-2.65581e+06	-4.36482e+06	-5.05672e+06	-2.74617e+06	-852215	-4.08034e+06	-1.50894e+06	-1.42275e+06	-771266	-1.0764e+06	-723428	-1.17057e+06	-485319	-1.37631e+06	-1.49884e+06	-1.58527e+06	-825737	-787508	-1.64152e+06	-1.04488e+06	-790901	-520572	-657445	-858862	-461588	-1.17216e+06	-2.23452e+06	-3.07067e+06	-1.5629e+06	-1.1192e+06	1.10159e+10	0.0141054
37	1.11677e+10	-3.79842e+06	-4.75059e+06	-2.2958e+06	-3.76293e+06	-2.36878e+06	-2.34919e+06	-2.58044e+06	-6.37438e+06	-6.65307e+06	-1.3349e+06	-1.43358e+06	-1.61806e+06	-3.96289e+06	-1.69056e+06	-1.26866e+06	-4.01311e+06	-6.54752e+06	-5.49893e+06	-4.21198e+06	-2.25433e+06	-1.05956e+06	-1.67305e+06	-946367	-2.35195e+06	-2.15187e+06	-1.3035e+06	-774383	-903279	-2.85043e+06	-2.2433e+06	-1.80158e+06	-3.69388e+06	-5.55286e+06	-3.77889e+06	-3.43784e+06	-3.3909e+06	-2.92701e+06	-2.22467e+06	-2.15207e+06	-1.19871e+06	-792333	-738580	-694100	-755742	-1.10099e+06	-641062	-1.26503e+06	-1.32488e+06	-1.26568e+06	-831678	-1.32547e+06	-1.32439e+06	-1.09439e+06	-736445	-480001	-608331	-607038	-299046	-1.2532e+06	-1.93032e+06	-2.25676e+06	-1.29542e+06	-799568	1.10291e+10	0.0125672
38	1.11628e+10	-3.68035e+06	-4.66991e+06	-1.59694e+06	-4.85082e+06	-2.11509e+06	-2.09463e+06	-2.29898e+06	-6.16917e+06	-7.28577e+06	-1.21977e+06	-3.46375e+06	-1.243e+06	-3.63252e+06	-1.56585e+06	-1.23923e+06	-4.42184e+06	-9.83711e+06	-4.78867e+06	-5.12471e+06	-1.48378e+06	-1.47418e+06	-1.27224e+06	-1.04833e+06	-1.76098e+06	-1.41338e+06	-834530	-1.01115e+06	-746931	-2.28912e+06	-2.37595e+06	-1.13453e+06	-3.40598e+06	-4.64903e+06	-3.80878e+06	-2.65712e+06	-3.65527e+06	-3.07337e+06	-2.64092e+06	-3.76672e+06	-1.41242e+06	-587158	-614766	-678278	-710651	-848763	-494603	-1.25432e+06	-1.28412e+06	-1.08381e+06	-808107	-980238	-749972	-810268	-585735	-632863	-613639	-709207	-357075	-1.13497e+06	-1.69874e+06	-1.26687e+06	-1.22195e+06	-993305	1.10291e+10	0.0121256
39	1.11589e+10	-3.55532e+06	-4.51009e+06	-1.43505e+06	-7.20499e+06	-2.20037e+06	-2.07253e+06	-2.02283e+06	-7.19009e+06	-7.85049e+06	-1.40648e+06	-1.79267e+06	-1.19049e+06	-1.7334e+06	-2.3231e+06	-963259	-3.34041e+06	-5.27558e+06	-4.37818e+06	-3.79754e+06	-1.00593e+06	-1.03838e+06	-993006	-1.05892e+06	-2.43644e+06	-1.75485e+06	-1.21798e+06	-920795	-580292	-1.1514e+06	-1.82942e+06	-1.23955e+06	-3.42912e+06	-3.97431e+06	-3.91531e+06	-5.36208e+06	-3.69129e+06	-2.61175e+06	-3.45954e+06	-2.42815e+06	-1.32432e+06	-528160	-556716	-796679	-634074	-786331	-449801	-726099	-1.25551e+06	-1.02307e+06	-1.01391e+06	-1.21491e+06	-734854	-1.32322e+06	-605752	-870391	-871990	-607739	-686187	-1.12517e+06	-1.27731e+06	-1.11498e+06	-565989	-822304	1.10296e+10	0.0117191
40	1.11559e+10	-3.57794e+06	-4.66941e+06	-1.4598e+06	-4.7327e+06	-2.13116e+06	-2.17873e+06	-1.97093e+06	-7.10242e+06	-5.89937e+06	-1.30265e+06	-1.95931e+06	-1.29739e+06	-1.39541e+06	-1.67865e+06	-973704	-3.52137e+06	-4.83876e+06	-3.76887e+06	-3.42283e+06	-691235	-941496	-1.00439e+06	-705796	-1.4704e+06	-1.18755e+06	-1.15735e+06	-727154	-629478	-1.34241e+06	-1.36336e+06	-719014	-3.69283e+06	-3.26487e+06	-2.69082e+06	-5.31377e+06	-3.60275e+06	-2.19075e+06	-3.49125e+06	-3.03086e+06	-1.1971e+06	-604574	-706047	-620326	-695886	-644333	-412000	-509687	-1.16573e+06	-498454	-401143	-837353	-734854	-959341	-492695	-736648	-771814	-638074	-376600	-1.03712e+06	-946821	-940577	-599305	-575474	1.10417e+10	0.0103426
41	1.11531e+10	-3.45525e+06	-1.40119e+06	-1.38974e+06	-5.27546e+06	-2.11642e+06	-2.16178e+06	-1.95854e+06	-4.5409e+06	-7.48776e+06	-1.29717e+06	-1.62243e+06	-1.24999e+06	-1.1817e+06	-1.53818e+06	-1.41701e+06	-3.53379e+06	-4.74603e+06	-4.40601e+06	-4.27545e+06	-604821	-610110	-682572	-994847	-1.70258e+06	-1.46228e+06	-834690	-896217	-802753	-943662	-1.24618e+06	-655379	-4.08495e+06	-3.51652e+06	-2.21425e+06	-4.58594e+06	-3.16421e+06	-3.02168e+06	-2.37057e+06	-2.35068e+06	-1.18713e+06	-611508	-767038	-352897	-713174	-426664	-404058	-522705	-1.09521e+06	-465382	-1.19528e+06	-1.3939e+06	-734558	-797549	-518988	-618246	-751959	-785786	-1.21504e+06	-668421	-767883	-1.12089e+06	-645479	-425949	1.10432e+10	0.00995959
